Term,ProsperRating (Alpha),LoanOriginalAmount,Investors,LoanCreatingYear
36,D,4800,96,2011
36,D,10000,214,2011
36,D,2500,40,2011
36,D,5000,2,2011
36,D,3500,67,2011
36,D,10000,6,2011
36,D,9000,45,2011
36,D,10000,8,2011
36,D,10000,201,2011
36,D,7000,11,2011
36,D,4500,2,2011
36,D,4000,46,2011
36,D,10000,159,2011
36,D,10000,32,2011
36,D,4000,14,2011
36,D,9000,83,2011
36,D,4000,53,2011
36,D,9500,153,2011
36,D,7000,2,2011
36,D,5000,84,2011
36,D,2000,11,2011
36,D,10000,185,2011
12,D,3000,25,2011
36,D,8000,7,2011
36,D,4000,73,2011
36,D,10000,152,2011
36,D,2200,14,2011
36,D,2500,5,2011
36,D,10000,9,2011
36,D,5000,12,2011
36,D,5000,33,2011
36,D,10000,6,2011
36,D,4500,10,2011
36,D,10000,9,2011
36,D,3000,18,2011
36,D,3000,9,2011
36,D,10000,2,2011
36,D,3500,10,2011
36,D,7000,26,2011
36,D,4000,19,2011
36,D,2000,19,2011
12,D,2500,37,2011
36,D,3000,38,2011
36,D,7000,2,2011
36,D,2000,31,2011
36,D,5000,49,2011
36,D,2000,37,2011
36,D,7500,3,2011
36,D,5500,65,2011
36,D,5500,28,2011
36,D,2500,31,2011
36,D,2500,27,2011
36,D,2300,58,2011
36,D,10000,3,2011
36,D,8000,6,2011
36,D,3200,49,2011
36,D,8500,123,2011
36,D,4000,57,2011
36,D,2000,4,2011
36,D,2000,31,2011
36,D,8000,8,2011
60,D,10000,3,2011
36,D,2000,3,2011
36,D,5000,50,2011
36,D,2800,36,2011
12,D,3000,3,2011
36,D,7000,113,2011
36,D,5000,113,2011
36,D,10000,4,2011
36,D,4360,96,2011
36,D,3700,23,2011
36,D,4000,59,2011
36,D,8000,12,2011
36,D,10000,119,2011
36,D,8000,127,2011
36,D,8000,111,2011
36,D,7000,26,2011
12,D,4000,31,2011
36,D,4000,42,2011
36,D,5000,21,2011
36,D,10000,8,2011
36,D,7000,43,2011
36,D,5500,92,2011
36,D,5400,34,2011
36,D,10000,131,2011
36,D,5000,62,2011
36,D,4000,32,2011
36,D,7500,33,2011
36,D,10000,23,2011
36,D,3000,16,2011
36,D,3000,38,2011
36,D,10000,17,2011
36,D,3500,46,2011
36,D,2000,35,2011
36,D,6000,20,2011
36,D,2000,41,2011
36,D,2500,8,2011
36,D,5000,4,2011
36,D,4500,2,2011
36,D,6500,37,2011
36,D,3000,51,2011
36,D,4500,3,2011
36,D,4000,54,2011
36,D,3000,48,2011
36,D,3000,21,2011
12,D,5000,26,2011
36,D,9500,131,2011
36,D,3000,15,2011
36,D,10000,118,2011
36,D,6500,101,2011
36,D,4000,40,2011
36,D,10000,162,2011
36,D,2500,36,2011
36,D,5000,65,2011
36,D,2500,31,2011
36,D,3600,15,2011
36,D,2000,16,2011
12,D,4500,83,2011
36,D,4600,80,2011
36,D,4000,27,2011
36,D,2800,15,2011
36,D,9000,37,2011
36,D,5500,9,2011
36,D,4000,13,2011
36,D,5000,98,2011
36,D,2000,30,2011
36,D,10000,59,2011
36,D,5000,8,2011
36,D,10000,178,2011
36,D,4500,22,2011
36,D,10000,19,2011
36,D,10000,132,2011
36,D,10000,61,2011
36,D,9000,12,2011
36,D,10000,117,2011
36,D,5000,15,2011
36,D,3900,68,2011
36,D,7000,9,2011
36,D,9000,129,2011
36,D,5000,51,2011
36,D,4500,45,2011
36,D,2500,33,2011
12,D,2000,2,2011
36,D,10000,116,2011
36,D,10000,118,2011
36,D,8000,46,2011
36,D,4000,4,2011
36,D,6500,11,2011
36,D,5000,11,2011
36,D,10000,83,2011
36,D,3000,49,2011
36,D,8000,193,2011
36,D,10000,13,2011
36,D,2600,8,2011
36,D,2000,22,2011
36,D,6000,91,2011
36,D,2000,21,2011
36,D,2000,35,2011
36,D,3000,34,2011
36,D,10000,12,2011
36,D,3000,25,2011
36,D,4000,7,2011
36,D,5000,48,2011
36,D,4500,23,2011
36,D,4000,54,2011
36,D,5000,31,2011
36,D,8000,133,2011
36,D,5000,4,2011
36,D,10000,2,2011
36,D,10000,79,2011
36,D,2500,51,2011
12,D,4000,40,2011
36,D,10000,130,2011
36,D,2000,10,2011
36,D,10000,15,2011
36,D,2500,10,2011
36,D,10000,42,2011
36,D,3500,42,2011
36,D,2000,49,2011
36,D,6000,124,2011
36,D,7000,15,2011
60,D,7500,12,2011
36,D,5000,53,2011
36,D,7000,54,2011
36,D,5400,95,2011
36,D,9500,30,2011
36,D,8500,121,2011
12,D,2000,31,2011
36,D,2500,32,2011
36,D,6000,24,2011
36,D,3000,3,2011
36,D,10000,95,2011
12,D,10000,11,2011
60,D,10000,40,2011
12,D,8000,95,2011
36,D,5000,51,2011
36,D,4000,71,2011
36,D,9500,38,2011
36,D,10000,29,2011
36,D,3000,4,2011
36,D,10000,34,2011
36,D,3500,18,2011
36,D,10000,37,2011
36,D,10000,30,2011
36,D,7000,124,2011
36,D,4500,49,2011
60,D,5000,2,2011
36,D,3000,9,2011
36,D,5500,11,2011
36,D,10000,181,2011
36,D,9500,2,2011
36,D,10000,203,2011
36,D,7000,5,2011
36,D,10000,52,2011
36,D,10000,181,2011
36,D,7500,58,2011
36,D,2000,24,2011
12,D,2000,12,2011
36,D,10000,92,2011
36,D,7200,78,2011
36,D,10000,119,2011
36,D,4500,45,2011
36,D,8000,122,2011
36,D,4000,53,2011
36,D,7000,115,2011
36,D,7000,126,2011
36,D,10000,15,2011
36,D,6000,12,2011
36,D,4500,54,2011
36,D,4000,21,2011
36,D,8000,102,2011
36,D,4000,41,2011
36,D,10000,98,2011
36,D,6000,10,2011
36,D,5000,2,2011
36,D,2000,41,2011
36,D,10000,62,2011
36,D,5000,64,2011
36,D,10000,5,2011
36,D,10000,198,2011
36,D,8000,18,2011
36,D,2000,17,2011
36,D,7000,9,2011
36,D,3000,53,2011
36,D,4000,24,2011
36,D,5000,63,2011
36,D,10000,189,2011
36,D,10000,216,2011
36,D,5000,12,2011
36,D,10000,110,2011
36,D,4000,19,2011
36,D,10000,2,2011
36,D,8000,121,2011
36,D,2000,40,2011
12,D,2500,17,2011
36,D,8000,116,2011
60,D,9000,2,2011
36,D,10000,149,2011
36,D,2500,39,2011
36,D,4000,85,2011
36,D,4500,82,2011
36,D,9000,184,2011
36,D,8000,22,2011
36,D,7000,52,2011
36,D,2000,17,2011
36,D,5000,21,2011
36,D,10000,7,2011
36,D,10000,101,2011
36,D,2500,26,2011
36,D,4000,32,2011
36,D,3500,28,2011
36,D,8000,85,2011
36,D,7500,11,2011
36,D,6000,7,2011
36,D,3000,29,2011
12,D,10000,112,2011
36,D,2000,26,2011
36,D,4000,43,2011
36,D,10000,180,2011
36,D,7000,6,2011
36,D,9000,4,2011
36,D,6500,7,2011
36,D,10000,31,2011
12,D,6000,109,2011
36,D,4000,7,2011
12,D,9999,182,2011
36,D,5500,94,2011
36,D,10000,39,2011
36,D,2000,17,2011
36,D,2000,35,2011
36,D,7000,126,2011
36,D,2000,19,2011
36,D,2000,29,2011
36,D,5000,17,2011
12,D,2000,25,2011
36,D,5000,17,2011
36,D,8500,119,2011
36,D,8800,63,2011
36,D,3500,25,2011
36,D,9500,27,2011
36,D,3000,8,2011
36,D,5000,5,2011
36,D,4200,78,2011
36,D,10000,5,2011
36,D,3000,7,2011
36,D,4000,8,2011
36,D,6000,97,2011
36,D,10000,146,2011
36,D,9000,55,2011
36,D,3000,50,2011
12,D,2000,20,2011
36,D,5000,2,2011
36,D,5000,65,2011
36,D,9000,10,2011
36,D,10000,12,2011
36,D,9000,17,2011
12,D,10000,117,2011
36,D,8500,4,2011
36,D,10000,18,2011
12,D,2000,27,2011
36,D,2600,25,2011
36,D,6000,4,2011
36,D,10000,82,2011
36,D,7000,46,2011
36,D,10000,164,2011
36,D,10000,34,2011
36,D,2500,58,2011
36,D,10000,25,2011
36,D,7000,92,2011
36,D,10000,143,2011
36,D,4500,54,2011
36,D,7000,35,2011
36,D,2250,4,2011
36,D,8000,81,2011
36,D,10000,167,2011
36,D,2500,25,2011
36,D,2100,23,2011
36,D,2000,34,2011
36,D,9500,201,2011
36,D,10000,20,2011
36,D,7500,20,2011
36,D,9500,6,2011
36,D,10000,202,2011
36,D,5000,35,2011
36,D,5000,119,2011
36,D,3500,10,2011
36,D,4000,6,2011
36,D,5500,112,2011
36,D,10000,3,2011
36,D,2000,10,2011
36,D,7500,38,2011
36,D,7000,8,2011
36,D,10000,77,2011
36,D,7500,2,2011
36,D,5000,80,2011
36,D,8000,7,2011
36,D,5500,4,2011
36,D,8000,174,2011
36,D,2500,28,2011
36,D,10000,9,2011
36,D,3000,56,2011
36,D,6000,12,2011
36,D,8000,145,2011
36,D,5000,47,2011
36,D,5200,113,2011
36,D,4000,50,2011
36,D,10000,237,2011
36,D,7064,97,2011
36,D,2000,36,2011
36,D,10000,7,2011
36,D,10000,25,2011
36,D,2500,9,2011
36,D,3000,41,2011
36,D,5000,103,2011
36,D,2000,21,2011
36,D,2000,15,2011
36,D,2500,39,2011
36,D,10000,13,2011
36,D,10000,56,2011
36,D,2000,7,2011
60,D,6000,9,2011
36,D,2000,34,2011
36,D,5500,11,2011
36,D,2000,10,2011
36,D,2000,36,2011
36,D,4000,12,2011
36,D,5000,51,2011
36,D,4000,30,2011
36,D,6500,7,2011
36,D,7000,91,2011
36,D,2000,47,2011
36,D,10000,26,2011
36,D,7000,2,2011
36,D,4000,76,2011
36,D,5000,92,2011
36,D,10000,136,2011
36,D,7000,116,2011
36,D,2000,48,2011
36,D,6000,10,2011
36,D,3500,53,2011
36,D,5500,4,2011
36,D,7000,79,2011
36,D,2000,28,2011
36,D,2000,21,2011
36,D,10000,48,2011
36,D,8000,20,2011
36,D,4000,11,2011
36,D,5000,92,2011
36,D,10000,9,2011
36,D,10000,162,2011
36,D,2500,34,2011
36,D,10000,8,2011
36,D,10000,141,2011
36,D,7000,14,2011
36,D,10000,6,2011
36,D,2000,7,2011
36,D,2250,27,2011
36,D,2500,6,2011
36,D,6000,12,2011
36,D,9000,106,2011
36,D,6000,73,2011
36,D,2000,38,2011
36,D,2500,30,2011
36,D,2000,8,2011
36,D,4000,60,2011
36,D,10000,3,2011
36,D,2000,6,2011
36,D,8000,59,2011
36,D,10000,172,2011
60,D,9000,8,2011
36,D,10000,13,2011
36,D,7000,9,2011
36,D,6000,46,2011
36,D,5000,52,2011
12,D,2000,31,2011
36,D,5000,4,2011
36,D,10000,166,2011
36,D,10000,128,2011
36,D,2000,52,2011
36,D,4000,55,2011
36,D,4000,43,2011
36,D,4500,7,2011
36,D,9000,30,2011
36,D,3000,23,2011
36,D,10000,4,2011
36,D,8196,197,2011
60,D,10000,2,2011
36,D,10000,8,2011
36,D,10000,79,2011
60,D,7500,5,2011
36,D,4000,38,2011
36,D,2000,6,2011
36,D,10000,48,2011
36,D,7000,91,2011
36,D,2000,36,2011
36,D,10000,6,2011
36,D,10000,29,2011
36,D,6500,8,2011
36,D,10000,2,2011
36,D,4000,8,2011
36,D,10000,202,2011
36,D,3000,4,2011
36,D,10000,58,2011
36,D,10000,16,2011
36,D,10000,50,2011
36,D,3500,42,2011
36,D,10000,24,2011
36,D,7000,10,2011
36,D,4000,9,2011
36,D,6000,96,2011
12,D,4000,13,2011
36,D,10000,109,2011
36,D,8694,41,2011
36,D,10000,161,2011
36,D,8000,8,2011
36,D,10000,54,2011
36,D,10000,99,2011
36,D,3000,67,2011
36,D,3000,19,2011
36,D,5000,4,2011
36,D,4000,58,2011
36,D,10000,103,2011
36,D,2000,16,2011
36,D,2000,40,2011
36,D,6500,28,2011
36,D,2000,21,2011
36,D,4000,64,2011
36,D,3000,53,2011
36,D,3800,5,2011
36,D,7000,47,2011
36,D,7000,5,2011
36,D,3500,14,2011
36,D,2000,12,2011
36,D,2500,23,2011
36,D,5000,93,2011
36,D,3000,47,2011
36,D,2000,31,2011
36,D,10000,177,2011
36,D,9500,4,2011
36,D,5000,53,2011
36,D,7500,111,2011
36,D,4000,81,2011
36,D,5000,14,2011
36,D,10000,172,2011
36,D,4000,19,2011
36,D,5000,81,2011
36,D,7000,91,2011
36,D,9000,93,2011
36,D,8500,138,2011
36,D,5500,58,2011
36,D,10000,7,2011
36,D,5000,86,2011
36,D,10000,3,2011
60,D,10000,96,2011
36,D,4400,15,2011
36,D,2000,13,2011
36,D,6700,38,2011
36,D,4500,21,2011
60,D,10000,139,2011
36,D,4800,11,2011
36,D,2500,53,2011
36,D,7000,11,2011
36,D,2000,39,2011
36,D,10000,9,2011
12,D,2000,15,2011
12,D,3000,30,2011
36,D,10000,6,2011
36,D,4000,8,2011
36,D,4000,4,2011
36,D,6000,101,2011
36,D,7000,24,2011
36,D,3500,28,2011
12,D,5000,4,2011
36,D,3000,20,2011
36,D,10000,95,2011
36,D,2000,37,2011
36,D,2000,19,2011
36,D,2500,7,2011
36,D,10000,216,2011
36,D,10000,210,2011
36,D,10000,79,2011
36,D,2000,22,2011
36,D,7500,57,2011
36,D,3500,37,2011
36,D,7000,13,2011
36,D,10000,4,2011
36,D,5000,35,2011
36,D,3250,3,2011
60,D,6000,65,2011
36,D,10000,85,2011
36,D,4500,37,2011
36,D,2000,7,2011
36,D,10000,53,2011
36,D,2000,7,2011
36,D,2000,18,2011
36,D,10000,58,2011
36,D,2500,1,2011
36,D,10000,35,2011
36,D,5000,71,2011
36,D,5500,52,2011
36,D,3000,47,2011
36,D,5000,30,2011
36,D,10000,71,2011
36,D,3000,65,2011
12,D,4000,43,2011
36,D,8000,180,2011
36,D,5000,87,2011
36,D,10000,1,2011
12,D,2000,11,2011
36,D,2000,28,2011
36,D,2000,10,2011
36,D,10000,4,2011
36,D,2000,34,2011
36,D,10000,204,2011
36,D,10000,24,2011
36,D,2500,53,2011
36,D,10000,88,2011
36,D,4500,36,2011
36,D,4500,10,2011
36,D,3000,46,2011
36,D,3500,38,2011
12,D,4000,52,2011
36,D,5500,4,2011
36,D,4500,8,2011
36,D,2000,8,2011
36,D,10000,193,2011
36,D,3000,38,2011
36,D,2000,5,2011
36,D,2500,9,2011
36,D,10000,3,2011
36,D,5500,83,2011
36,D,8500,141,2011
12,D,2500,7,2011
36,D,10000,7,2011
36,D,3500,3,2011
36,D,3000,56,2011
12,D,5000,12,2011
36,D,6000,78,2011
36,D,8500,50,2011
36,D,10000,1,2011
36,D,6500,5,2011
36,D,7000,123,2011
36,D,2000,3,2011
36,D,10000,133,2011
36,D,10000,169,2011
36,D,4000,15,2011
36,D,10000,2,2011
60,D,10000,7,2011
36,D,10000,204,2011
36,D,10000,175,2011
36,D,10000,11,2011
36,D,6500,47,2011
36,D,3000,23,2011
36,D,3500,43,2011
36,D,7000,33,2011
36,D,5000,15,2011
36,D,4500,33,2011
36,D,2000,37,2011
36,D,10000,51,2011
36,D,3000,16,2011
36,D,7000,10,2011
60,D,7000,2,2011
36,D,7000,128,2011
36,D,10000,10,2011
36,D,6000,124,2011
36,D,2500,48,2011
36,D,5000,11,2011
36,D,7500,136,2011
36,D,4000,14,2011
36,D,5500,30,2011
36,D,10000,34,2011
36,D,3500,15,2011
12,D,2000,6,2011
36,D,4000,47,2011
36,D,2000,8,2011
36,D,3000,2,2011
36,D,10000,133,2011
36,D,7000,52,2011
36,D,10000,11,2011
36,D,2500,35,2011
36,D,10000,3,2011
36,D,7000,125,2011
36,D,7000,12,2011
36,D,4000,24,2011
36,D,10000,26,2011
36,D,9000,2,2011
36,D,2000,10,2011
36,D,2000,31,2011
36,D,2500,26,2011
36,D,10000,21,2011
36,D,10000,198,2011
36,D,9500,56,2011
36,D,7000,113,2011
36,D,5000,80,2011
36,D,10000,149,2011
36,D,3000,13,2011
36,D,10000,160,2011
36,D,8000,63,2011
36,D,10000,66,2011
36,D,4000,17,2011
36,D,10000,5,2011
36,E,5500,45,2011
36,E,6000,2,2011
36,E,6000,13,2011
36,E,7500,11,2011
36,E,6000,14,2011
36,E,5000,51,2011
36,E,7500,75,2011
36,E,5500,6,2011
36,E,7500,26,2011
36,E,7500,120,2011
36,E,7500,22,2011
36,E,5000,4,2011
36,E,5000,18,2011
36,E,3500,55,2011
36,E,7500,9,2011
36,E,2400,17,2011
36,E,7000,109,2011
36,E,2000,46,2011
36,E,2000,45,2011
36,E,7500,21,2011
36,E,4000,2,2011
36,E,4000,17,2011
36,E,4000,2,2011
36,E,5500,98,2011
36,E,7500,30,2011
60,E,7500,4,2011
36,E,3500,77,2011
36,E,5000,68,2011
36,E,7500,63,2011
36,E,7500,127,2011
36,E,4000,74,2011
36,E,5000,10,2011
36,E,7500,5,2011
36,E,3000,39,2011
36,E,2000,47,2011
36,E,4500,49,2011
36,E,5000,9,2011
36,E,4000,4,2011
36,E,6000,11,2011
36,E,6000,19,2011
36,E,2500,30,2011
36,E,7500,9,2011
36,E,6318,80,2011
36,E,4000,6,2011
36,E,7000,13,2011
36,E,7500,22,2011
36,E,5700,77,2011
36,E,2000,25,2011
36,E,2000,33,2011
36,E,7000,27,2011
36,E,6000,6,2011
36,E,7500,46,2011
36,E,2500,12,2011
36,E,6000,74,2011
36,E,5680,47,2011
36,E,7500,43,2011
36,E,7500,2,2011
36,E,7000,132,2011
36,E,5000,9,2011
36,E,5500,11,2011
36,E,3000,15,2011
36,E,7500,80,2011
36,E,6500,12,2011
36,E,4000,36,2011
36,E,6302,98,2011
12,E,3000,17,2011
60,E,7000,83,2011
36,E,2000,20,2011
36,E,2000,38,2011
36,E,4000,8,2011
36,E,2000,23,2011
36,E,7500,130,2011
36,E,3000,20,2011
36,E,7500,3,2011
36,E,5836,80,2011
36,E,2000,18,2011
36,E,6000,31,2011
36,E,7500,2,2011
36,E,3000,28,2011
36,E,4000,44,2011
36,E,5000,71,2011
36,E,7500,14,2011
36,E,3892,63,2011
36,E,7500,46,2011
36,E,7500,118,2011
36,E,4200,19,2011
36,E,2000,29,2011
36,E,5500,14,2011
36,E,5000,4,2011
36,E,2000,38,2011
12,E,2500,3,2011
12,E,2000,42,2011
36,E,7000,22,2011
36,E,4000,5,2011
36,E,4000,57,2011
36,E,2000,30,2011
36,E,6000,8,2011
36,E,2000,27,2011
36,E,2000,23,2011
36,E,4000,54,2011
36,E,7500,85,2011
36,E,7500,21,2011
36,E,3000,58,2011
36,E,2500,25,2011
36,E,6389,87,2011
36,E,7500,121,2011
36,E,7500,90,2011
36,E,5500,33,2011
36,E,2500,13,2011
36,E,7500,19,2011
36,E,7500,9,2011
36,E,2000,13,2011
36,E,3500,38,2011
36,E,5325,56,2011
36,E,7500,23,2011
36,E,6000,5,2011
36,E,5500,7,2011
36,E,2000,41,2011
12,E,2000,40,2011
36,E,7500,16,2011
36,E,2500,35,2011
36,E,7500,23,2011
36,E,7000,39,2011
36,E,5000,66,2011
60,E,5000,32,2011
36,E,7500,6,2011
12,E,4000,28,2011
36,E,3500,49,2011
36,E,7000,31,2011
36,E,4000,58,2011
36,E,5000,91,2011
36,E,6000,3,2011
36,E,7500,20,2011
36,E,7500,11,2011
12,E,4000,9,2011
36,E,2500,9,2011
36,E,4000,65,2011
36,E,4000,3,2011
36,E,4500,46,2011
36,E,2500,5,2011
36,E,5000,78,2011
36,E,4500,84,2011
36,E,2000,38,2011
36,E,4000,7,2011
36,E,7500,106,2011
36,E,5000,6,2011
36,E,3000,28,2011
36,E,7500,51,2011
36,E,3500,52,2011
36,E,4500,42,2011
36,E,4000,43,2011
36,E,7000,102,2011
12,E,3000,3,2011
36,E,6000,31,2011
36,E,7500,6,2011
36,E,6000,22,2011
36,E,3500,24,2011
36,E,3800,70,2011
36,E,7000,16,2011
36,E,5000,69,2011
36,E,4500,38,2011
36,E,2000,3,2011
36,E,7500,84,2011
36,E,2500,51,2011
36,E,2000,45,2011
36,E,6000,3,2011
36,E,3500,30,2011
36,E,7500,12,2011
36,E,7500,1,2011
36,E,5600,23,2011
36,E,4000,30,2011
12,E,2500,28,2011
36,E,2000,4,2011
36,E,6000,79,2011
12,E,7500,86,2011
36,E,3000,19,2011
36,E,6000,105,2011
36,E,7500,89,2011
36,E,3000,45,2011
12,E,2000,13,2011
36,E,7500,15,2011
36,E,2500,62,2011
36,E,7500,5,2011
36,E,6000,25,2011
36,E,6500,9,2011
36,E,2500,39,2011
36,E,5000,58,2011
36,E,4000,60,2011
36,E,7500,119,2011
36,E,7500,5,2011
36,E,7500,12,2011
36,E,4500,86,2011
36,E,5500,28,2011
36,E,7500,22,2011
36,E,2000,16,2011
36,E,7500,8,2011
36,E,2000,21,2011
36,E,5500,25,2011
36,E,7500,113,2011
36,E,3500,63,2011
36,E,3500,72,2011
36,E,7500,21,2011
36,E,6500,99,2011
36,E,7500,42,2011
36,E,7000,20,2011
36,E,2000,17,2011
36,E,4000,1,2011
36,E,7500,99,2011
36,E,3750,66,2011
36,E,2000,21,2011
36,E,3500,6,2011
36,E,7500,33,2011
12,E,2700,8,2011
36,E,7500,71,2011
36,E,7500,1,2011
36,E,2500,43,2011
36,E,6250,79,2011
36,E,7500,29,2011
36,E,6500,8,2011
36,E,2000,27,2011
36,E,7500,32,2011
36,E,5500,30,2011
36,E,3500,16,2011
36,E,2000,9,2011
36,E,7500,4,2011
36,E,4500,33,2011
36,E,7000,5,2011
36,E,7500,121,2011
36,E,5000,10,2011
36,E,4500,48,2011
36,E,7500,122,2011
36,E,4500,74,2011
36,E,6104,85,2011
36,E,5000,9,2011
36,E,7500,17,2011
36,E,3000,45,2011
36,E,6000,11,2011
36,E,4000,12,2011
36,E,2000,26,2011
36,E,2500,39,2011
36,E,7500,2,2011
36,E,6972,96,2011
36,E,7500,15,2011
36,E,3000,48,2011
12,E,3000,73,2011
36,E,6261,114,2011
36,E,2000,1,2011
36,E,7500,48,2011
36,E,2000,37,2011
36,E,4500,41,2011
36,E,7500,67,2011
36,E,7500,91,2011
36,E,4000,4,2011
36,E,7500,14,2011
36,E,7500,3,2011
36,E,7500,8,2011
36,E,7500,37,2011
36,E,7500,60,2011
36,E,5000,2,2011
60,E,7500,9,2011
36,E,7500,29,2011
36,E,4000,2,2011
36,E,3000,64,2011
36,E,7500,50,2011
36,E,5000,58,2011
36,E,7500,140,2011
36,E,2000,38,2011
36,E,7000,11,2011
36,E,7000,113,2011
36,E,4000,19,2011
36,E,3000,4,2011
36,E,4000,4,2011
36,E,7500,125,2011
36,E,7500,88,2011
36,E,5000,35,2011
36,E,3000,5,2011
36,E,5000,4,2011
36,E,7500,110,2011
36,E,7000,93,2011
36,E,4000,36,2011
36,E,2000,30,2011
12,E,4000,27,2011
12,E,2500,31,2011
36,E,7500,130,2011
36,E,3500,34,2011
36,E,4200,90,2011
36,E,5000,87,2011
36,E,6000,5,2011
36,E,2500,41,2011
36,E,4000,1,2011
36,E,5500,37,2011
36,E,7500,10,2011
36,E,7500,104,2011
36,E,2000,39,2011
36,E,7500,32,2011
36,E,4799,70,2011
36,E,7500,61,2011
36,E,6800,101,2011
36,E,7500,71,2011
36,E,7500,4,2011
36,E,7500,33,2011
36,E,4000,28,2011
36,E,7500,105,2011
36,E,7350,86,2011
36,E,4000,45,2011
36,E,2500,10,2011
36,E,3000,45,2011
36,E,7500,90,2011
36,E,5000,59,2011
36,E,7500,13,2011
36,E,5000,31,2011
36,E,5500,58,2011
36,E,2000,5,2011
36,E,2000,28,2011
36,E,6000,22,2011
36,E,4000,41,2011
36,E,7500,52,2011
36,E,3000,35,2011
36,E,7500,7,2011
36,E,5500,24,2011
36,E,6500,75,2011
36,E,3000,2,2011
60,E,7000,32,2011
60,E,7000,2,2011
36,E,7500,107,2011
36,E,3000,43,2011
36,E,5000,8,2011
36,E,7500,47,2011
36,E,4500,85,2011
36,E,5000,88,2011
36,E,5500,3,2011
36,E,5500,26,2011
36,E,6000,12,2011
36,E,5000,70,2011
12,E,7500,74,2011
36,E,7500,58,2011
36,E,6000,41,2011
12,E,3000,62,2011
36,E,2000,35,2011
36,E,7500,8,2011
36,E,5000,23,2011
12,E,6000,48,2011
36,E,2000,4,2011
36,E,5600,7,2011
36,E,5000,22,2011
36,E,5500,8,2011
36,E,2500,29,2011
36,E,6500,36,2011
36,E,7000,119,2011
36,E,7500,79,2011
36,E,3000,3,2011
60,E,5000,10,2011
12,E,7500,10,2011
36,E,4500,24,2011
36,E,3000,63,2011
36,E,4750,66,2011
36,E,2000,35,2011
12,E,3000,32,2011
36,E,4000,49,2011
36,E,2700,8,2011
36,E,6000,91,2011
36,E,7500,65,2011
36,E,4500,75,2011
36,E,7000,2,2011
36,E,2500,16,2011
36,E,5000,36,2011
36,E,3000,45,2011
12,E,3000,47,2011
36,E,4000,64,2011
36,E,3000,1,2011
36,E,6000,88,2011
36,E,7500,86,2011
36,E,4000,33,2011
36,E,2000,3,2011
36,E,7500,9,2011
36,E,2000,26,2011
36,E,7500,97,2011
36,E,5500,81,2011
36,E,6000,20,2011
36,E,5000,5,2011
36,E,7000,61,2011
36,E,5000,27,2011
36,E,4000,3,2011
36,E,3000,46,2011
60,E,5000,3,2011
36,E,7500,80,2011
36,E,2000,39,2011
36,E,7500,14,2011
36,E,7500,31,2011
36,E,5000,108,2011
36,E,5000,34,2011
36,E,7500,60,2011
36,E,2000,27,2011
36,E,4400,57,2011
36,E,5000,30,2011
36,E,7500,33,2011
36,E,5500,36,2011
36,E,4000,12,2011
36,E,2000,43,2011
36,E,2500,19,2011
36,E,7500,27,2011
36,E,5616,87,2011
36,E,7000,48,2011
36,E,7500,54,2011
36,E,7500,84,2011
12,E,2000,23,2011
36,E,5800,75,2011
12,E,7500,98,2011
36,E,7500,69,2011
36,E,4500,60,2011
36,E,7500,108,2011
36,E,2800,9,2011
36,E,7500,10,2011
36,E,7500,80,2011
36,E,7500,135,2011
36,E,7500,31,2011
36,E,2500,39,2011
36,E,4000,7,2011
36,E,7500,114,2011
36,E,7500,88,2011
60,E,7000,17,2011
36,E,5000,6,2011
36,E,7500,10,2011
36,E,4000,63,2011
36,E,6500,2,2011
36,E,7000,131,2011
36,E,5000,7,2011
36,E,5000,87,2011
36,E,7500,8,2011
36,E,5500,11,2011
36,E,5000,19,2011
12,E,6000,62,2011
36,E,5000,67,2011
36,E,7500,18,2011
36,E,5000,26,2011
36,E,6000,2,2011
36,E,6500,9,2011
36,E,5000,19,2011
36,E,4000,26,2011
36,E,7500,22,2011
36,E,7500,6,2011
36,E,7500,19,2011
36,E,7500,70,2011
36,E,4500,37,2011
36,E,2500,41,2011
36,E,4000,50,2011
36,E,7000,93,2011
12,E,2000,43,2011
36,E,3000,21,2011
36,E,7500,27,2011
12,E,2577,26,2011
60,E,6000,7,2011
36,E,2000,32,2011
36,E,6155,106,2011
36,E,7500,88,2011
36,E,4000,36,2011
12,E,7500,34,2011
36,E,7500,32,2011
36,E,4000,34,2011
36,E,7500,9,2011
12,E,7500,101,2011
36,E,7500,156,2011
36,E,7500,19,2011
36,E,5252,69,2011
36,E,7500,3,2011
36,E,2000,32,2011
36,E,7500,54,2011
12,E,3500,19,2011
36,E,2000,39,2011
36,E,7500,31,2011
36,E,6000,117,2011
36,E,7500,113,2011
36,E,7500,11,2011
36,E,2000,6,2011
36,E,7500,13,2011
36,E,4000,3,2011
36,E,5000,49,2011
36,E,5000,50,2011
36,E,7500,15,2011
36,E,6000,5,2011
12,E,4000,47,2011
36,E,7500,91,2011
36,E,6602,91,2011
36,E,7500,35,2011
36,E,7500,43,2011
36,E,7500,112,2011
12,E,7500,14,2011
36,E,4960,72,2011
36,E,2500,32,2011
36,E,5000,77,2011
12,E,3000,46,2011
12,E,2000,37,2011
36,E,7000,60,2011
36,E,7500,27,2011
36,E,5500,48,2011
36,E,7000,97,2011
36,E,2000,14,2011
36,E,5000,82,2011
36,E,2500,8,2011
36,E,2000,39,2011
36,E,2000,39,2011
36,E,7500,120,2011
